Difficulty,Title,Frequency,Acceptance Rate,Link,Topics,count
MEDIUM,Accounts Merge,49.0,0.5957992244722102,https://leetcode.com/problems/accounts-merge,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find, Sorting",3
EASY,Symmetric Tree,20.7,0.5927867908424697,https://leetcode.com/problems/symmetric-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",3
HARD,Integer to English Words,48.4,0.3435478950195029,https://leetcode.com/problems/integer-to-english-words,"Math, String, Recursion",3
MEDIUM,Lowest Common Ancestor of a Binary Tree III,40.9,0.8246671008016527,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,"Hash Table, Two Pointers, Tree, Binary Tree",3
MEDIUM,Evaluate Division,38.0,0.6314695091079937,https://leetcode.com/problems/evaluate-division,"Array, String, Depth-First Search, Breadth-First Search, Union Find, Graph, Shortest Path",3
MEDIUM,Maximum Value of an Ordered Triplet II,38.0,0.5666629551274913,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-ii,Array,3
EASY,Valid Palindrome II,92.2,0.4302713929500688,https://leetcode.com/problems/valid-palindrome-ii,"Two Pointers, String, Greedy",3
MEDIUM,Minimum Size Subarray Sum,47.6,0.4939108177647309,https://leetcode.com/problems/minimum-size-subarray-sum,"Array, Binary Search, Sliding Window, Prefix Sum",3
EASY,Remove Element,47.6,0.600316358048653,https://leetcode.com/problems/remove-element,"Array, Two Pointers",3
MEDIUM,Minimum Add to Make Parentheses Valid,68.8,0.746908249713867,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid,"String, Stack, Greedy",3
MEDIUM,Minimum Path Sum,60.9,0.6648152266005115,https://leetcode.com/problems/minimum-path-sum,"Array, Dynamic Programming, Matrix",3
MEDIUM,Diagonal Traverse,95.2,0.631766490373426,https://leetcode.com/problems/diagonal-traverse,"Array, Matrix, Simulation",3
EASY,Next Greater Element I,48.4,0.7451247376157817,https://leetcode.com/problems/next-greater-element-i,"Array, Hash Table, Stack, Monotonic Stack",3
MEDIUM,Top K Frequent Words,100.0,0.592771260185311,https://leetcode.com/problems/top-k-frequent-words,"Array, Hash Table, String, Trie, Sorting, Heap (Priority Queue), Bucket Sort, Counting",3
MEDIUM,Minimum Operations to Write the Letter Y on a Grid,100.0,0.6194290206869442,https://leetcode.com/problems/minimum-operations-to-write-the-letter-y-on-a-grid,"Array, Hash Table, Matrix, Counting",3
MEDIUM,Rotating the Box,89.1,0.7909813050714205,https://leetcode.com/problems/rotating-the-box,"Array, Two Pointers, Matrix",3
MEDIUM,Binary Tree Level Order Traversal,42.4,0.7059658947038693,https://leetcode.com/problems/binary-tree-level-order-traversal,"Tree, Breadth-First Search, Binary Tree",3
MEDIUM,Number of Adjacent Elements With the Same Color,67.7,0.5575544433923982,https://leetcode.com/problems/number-of-adjacent-elements-with-the-same-color,Array,3
MEDIUM,Single Element in a Sorted Array,41.4,0.5920694527750138,https://leetcode.com/problems/single-element-in-a-sorted-array,"Array, Binary Search",3
EASY,Search Insert Position,41.4,0.4901241638473952,https://leetcode.com/problems/search-insert-position,"Array, Binary Search",3
HARD,Sudoku Solver,79.4,0.6390853756141208,https://leetcode.com/problems/sudoku-solver,"Array, Hash Table, Backtracking, Matrix",3
EASY,First Unique Character in a String,38.6,0.6369544511414408,https://leetcode.com/problems/first-unique-character-in-a-string,"Hash Table, String, Queue, Counting",3
MEDIUM,Maximal Square,43.6,0.4876133314788993,https://leetcode.com/problems/maximal-square,"Array, Dynamic Programming, Matrix",3
MEDIUM,Shopping Offers,82.6,0.5190263317700597,https://leetcode.com/problems/shopping-offers,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask",3
MEDIUM,Snapshot Array,82.6,0.3666537538924564,https://leetcode.com/problems/snapshot-array,"Array, Hash Table, Binary Search, Design",3
EASY,Add Two Integers,53.1,0.8812227852771523,https://leetcode.com/problems/add-two-integers,Math,3
EASY,Fizz Buzz,42.4,0.7437053503971489,https://leetcode.com/problems/fizz-buzz,"Math, String, Simulation",3
MEDIUM,Search a 2D Matrix,47.6,0.5228957258337302,https://leetcode.com/problems/search-a-2d-matrix,"Array, Binary Search, Matrix",3
HARD,Reconstruct Itinerary,99.2,0.4360564496598489,https://leetcode.com/problems/reconstruct-itinerary,"Depth-First Search, Graph, Eulerian Circuit",3
HARD,Best Time to Buy and Sell Stock III,57.2,0.5112087693447603,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,"Array, Dynamic Programming",3
MEDIUM,Design Circular Queue,47.9,0.5264418953615425,https://leetcode.com/problems/design-circular-queue,"Array, Linked List, Design, Queue",3
MEDIUM,Increasing Triplet Subsequence,32.8,0.3912499292176056,https://leetcode.com/problems/increasing-triplet-subsequence,"Array, Greedy",3
MEDIUM,Partition Equal Subset Sum,32.8,0.4844385362807152,https://leetcode.com/problems/partition-equal-subset-sum,"Array, Dynamic Programming",3
HARD,All O`one Data Structure,82.6,0.4413477976145218,https://leetcode.com/problems/all-oone-data-structure,"Hash Table, Linked List, Design, Doubly-Linked List",3
EASY,Missing Number,50.8,0.7006534938999994,https://leetcode.com/problems/missing-number,"Array, Hash Table, Math, Binary Search, Bit Manipulation, Sorting",3
HARD,Find Servers That Handled Most Number of Requests,85.1,0.4407547923322684,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests,"Array, Greedy, Heap (Priority Queue), Ordered Set",3
HARD,Shortest Path in a Grid with Obstacles Elimination,59.0,0.4560618572179266,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination,"Array, Breadth-First Search, Matrix",3
EASY,Is Subsequence,32.8,0.4838264296140033,https://leetcode.com/problems/is-subsequence,"Two Pointers, String, Dynamic Programming",3
EASY,Add Binary,54.5,0.5567701348180015,https://leetcode.com/problems/add-binary,"Math, String, Bit Manipulation, Simulation",3
HARD,Optimal Account Balancing,89.4,0.4993810266893702,https://leetcode.com/problems/optimal-account-balancing,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",3
MEDIUM,Subarray Product Less Than K,47.9,0.5285340562664164,https://leetcode.com/problems/subarray-product-less-than-k,"Array, Binary Search, Sliding Window, Prefix Sum",3
EASY,Palindrome Linked List,47.6,0.558594499890269,https://leetcode.com/problems/palindrome-linked-list,"Linked List, Two Pointers, Stack, Recursion",3
EASY,Find the Index of the First Occurrence in a String,47.9,0.449716000865219,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string,"Two Pointers, String, String Matching",3
HARD,Guess the Word,88.8,0.3765162794319245,https://leetcode.com/problems/guess-the-word,"Array, Math, String, Interactive, Game Theory",3
MEDIUM,Maximize Greatness of an Array,87.0,0.5864617466875623,https://leetcode.com/problems/maximize-greatness-of-an-array,"Array, Two Pointers, Greedy, Sorting",2
EASY,Power of Two,41.4,0.4838037051534944,https://leetcode.com/problems/power-of-two,"Math, Bit Manipulation, Recursion",2
EASY,Find the Difference,23.8,0.5972123786185596,https://leetcode.com/problems/find-the-difference,"Hash Table, String, Bit Manipulation, Sorting",2
HARD,Finding MK Average,23.8,0.3818881447538479,https://leetcode.com/problems/finding-mk-average,"Design, Queue, Heap (Priority Queue), Data Stream, Ordered Set",2
EASY,Find Customer Referee,28.9,0.7170895369636994,https://leetcode.com/problems/find-customer-referee,Database,2
MEDIUM,Minimum Length of Anagram Concatenation,93.4,0.3972537635513538,https://leetcode.com/problems/minimum-length-of-anagram-concatenation,"Hash Table, String, Counting",2
MEDIUM,The Earliest Moment When Everyone Become Friends,36.2,0.656983282716056,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends,"Array, Union Find, Sorting",2
EASY,Create a DataFrame from List,39.0,0.8147031724545858,https://leetcode.com/problems/create-a-dataframe-from-list,,2
